source_path,file_type,file_size_mb,detected_content,suggested_section,priority,destination_path,latex_label,caption_or_table_title,status,notes
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/metrics/clinical_safety.json,table_metric,0.0007,clinical_safety_metrics,Clinical Safety,low,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_clinical_safety.json,,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/metrics/horizon_metrics.csv,table_metric,0.0029,horizon_metrics,Forecasting Results,high,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_horizon_metrics.csv,tab:horizon_metrics_generated,Forecast error by horizon on the held-out test split.,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/metrics/overall_metrics.json,table_metric,0.0004,overall_forecast_metrics,Forecasting Results,high,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_overall_metrics.json,tab:overall_metrics_generated,Overall forecast-only metrics on the held-out test split.,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/metrics/personalization_sweep.csv,table_metric,0.0013,personalization_sweep,Personalization,low,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_personalization_sweep.csv,tab:personalization_sweep_generated,Warm-up sweep; anchor counts differ by warm-up length.,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/metrics/scenario_metrics.csv,table_metric,0.0013,scenario_metrics,Proxy Scenario Evaluation,low,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_scenario_metrics.csv,tab:scenario_metrics_generated,Forecast metrics by proxy scenario mode.,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/metrics/subgroup_metrics.csv,table_metric,0.0055,subgroup_metrics,Subgroup Analysis,low,report/tables/generated/appendix_aireadi_stream_mamba_stateful_10epoch_eval_validation_subgroup_metrics.csv,,,appendix,validation split result; used for robustness check
outputs/aireadi_stream_mamba_stateful_10epoch_eval_validation/predictions/predictions.parquet,raw_data,189.8944,raw_predictions,Ignored,low,,,,ignored,raw prediction parquet is too large and not report-safe
outputs/aireadi_stream_mamba_stateful_5epoch/checkpoints/best_model_checkpoint.pt,model_checkpoint,6.5248,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_mamba_stateful_5epoch/checkpoints/final_model_checkpoint.pt,model_checkpoint,6.5252,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_mamba_stateful_5epoch/config_resolved.yaml,config,0.0025,config_summary,Appendix,low,report/tables/generated/appendix_aireadi_stream_mamba_stateful_5epoch_config_resolved.yaml,,,appendix,training run associated with selected evaluation
outputs/aireadi_stream_mamba_stateful_5epoch/metrics/training_history.csv,table_metric,0.0011,full_training_history,Appendix,low,report/tables/generated/appendix_aireadi_stream_mamba_stateful_5epoch_training_history.csv,,,appendix,training run associated with selected evaluation
outputs/aireadi_stream_mamba_stateful_5epoch/metrics/training_summary.json,table_metric,0.0029,training_summary,Ablation and Runtime,medium,report/tables/generated/training_summary.json,tab:training_summary_generated,Training convergence summary.,main_report,training run associated with selected evaluation
outputs/aireadi_stream_mamba_stateful_5epoch/preprocessor.json,table_metric,0.0141,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_mamba_stateful_5epoch/schema_mapping.json,table_metric,0.0080,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/config_resolved.yaml,config,0.0022,config_summary,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/figures/mae_by_horizon.png,figure,0.0310,mae_by_horizon_figure,Forecasting Results,high,,fig:horizon_mae,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/figures/personalization_sweep.png,figure,0.0408,personalization_sweep_figure,Personalization,low,,fig:personalization_warmup,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/hardware/hardware_metrics.json,table_metric,0.0004,runtime_hardware_metrics,Ablation and Runtime,medium,,tab:runtime_metrics_generated,Single-GPU runtime and memory metrics.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/hardware/stream_state_memory.csv,table_metric,0.0782,hardware_stream_state_memory,Needs Review,low,,,,ignored,stream memory detail contains raw participant/segment identifiers; summarized hardware JSON is used instead
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/metrics/bias_diagnostic.csv,table_metric,0.0011,bias_diagnostic,Personalization,low,,tab:bias_diagnostic_generated,Bias and MAE under offset and personalization diagnostics.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/metrics/clinical_safety.json,table_metric,0.0007,clinical_safety_metrics,Clinical Safety,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/metrics/horizon_metrics.csv,table_metric,0.0029,horizon_metrics,Forecasting Results,high,,tab:horizon_metrics_generated,Forecast error by horizon on the held-out test split.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/metrics/overall_metrics.json,table_metric,0.0004,overall_forecast_metrics,Forecasting Results,high,,tab:overall_metrics_generated,Overall forecast-only metrics on the held-out test split.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/metrics/personalization_sweep.csv,table_metric,0.0013,personalization_sweep,Personalization,low,,tab:personalization_sweep_generated,Warm-up sweep; anchor counts differ by warm-up length.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/metrics/scenario_metrics.csv,table_metric,0.0013,scenario_metrics,Proxy Scenario Evaluation,low,,tab:scenario_metrics_generated,Forecast metrics by proxy scenario mode.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/metrics/subgroup_metrics.csv,table_metric,0.0052,subgroup_metrics,Subgroup Analysis,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_test/predictions/predictions.parquet,raw_data,174.9049,raw_predictions,Ignored,low,,,,ignored,raw prediction parquet is too large and not report-safe
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/config_resolved.yaml,config,0.0022,config_summary,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/figures/mae_by_horizon.png,figure,0.0312,mae_by_horizon_figure,Forecasting Results,high,,fig:horizon_mae,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/figures/personalization_sweep.png,figure,0.0412,personalization_sweep_figure,Personalization,low,,fig:personalization_warmup,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/hardware/hardware_metrics.json,table_metric,0.0004,runtime_hardware_metrics,Ablation and Runtime,medium,,tab:runtime_metrics_generated,Single-GPU runtime and memory metrics.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/hardware/stream_state_memory.csv,table_metric,0.0806,hardware_stream_state_memory,Needs Review,low,,,,ignored,stream memory detail contains raw participant/segment identifiers; summarized hardware JSON is used instead
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/metrics/bias_diagnostic.csv,table_metric,0.0011,bias_diagnostic,Personalization,low,,tab:bias_diagnostic_generated,Bias and MAE under offset and personalization diagnostics.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/metrics/clinical_safety.json,table_metric,0.0007,clinical_safety_metrics,Clinical Safety,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/metrics/horizon_metrics.csv,table_metric,0.0029,horizon_metrics,Forecasting Results,high,,tab:horizon_metrics_generated,Forecast error by horizon on the held-out test split.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/metrics/overall_metrics.json,table_metric,0.0004,overall_forecast_metrics,Forecasting Results,high,,tab:overall_metrics_generated,Overall forecast-only metrics on the held-out test split.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/metrics/personalization_sweep.csv,table_metric,0.0013,personalization_sweep,Personalization,low,,tab:personalization_sweep_generated,Warm-up sweep; anchor counts differ by warm-up length.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/metrics/scenario_metrics.csv,table_metric,0.0013,scenario_metrics,Proxy Scenario Evaluation,low,,tab:scenario_metrics_generated,Forecast metrics by proxy scenario mode.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/metrics/subgroup_metrics.csv,table_metric,0.0055,subgroup_metrics,Subgroup Analysis,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_mamba_stateful_5epoch_eval_validation/predictions/predictions.parquet,raw_data,190.0788,raw_predictions,Ignored,low,,,,ignored,raw prediction parquet is too large and not report-safe
outputs/aireadi_stream_probe50_stateful_mamba/checkpoints/best_model_checkpoint.pt,model_checkpoint,2.1799,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_probe50_stateful_mamba/checkpoints/final_model_checkpoint.pt,model_checkpoint,2.1800,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_probe50_stateful_mamba/config_resolved.yaml,config,0.0024,config_summary,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_probe50_stateful_mamba/metrics/training_history.csv,table_metric,0.0002,full_training_history,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_probe50_stateful_mamba/metrics/training_summary.json,table_metric,0.0003,training_summary,Ablation and Runtime,medium,,tab:training_summary_generated,Training convergence summary.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_probe50_stateful_mamba/preprocessor.json,table_metric,0.0137,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_probe50_stateful_mamba/schema_mapping.json,table_metric,0.0080,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_probe50_windowed_mamba/checkpoints/best_model_checkpoint.pt,model_checkpoint,2.1799,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_probe50_windowed_mamba/checkpoints/final_model_checkpoint.pt,model_checkpoint,2.1800,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_probe50_windowed_mamba/config_resolved.yaml,config,0.0024,config_summary,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_probe50_windowed_mamba/metrics/training_history.csv,table_metric,0.0002,full_training_history,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_probe50_windowed_mamba/metrics/training_summary.json,table_metric,0.0003,training_summary,Ablation and Runtime,medium,,tab:training_summary_generated,Training convergence summary.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_probe50_windowed_mamba/preprocessor.json,table_metric,0.0137,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_probe50_windowed_mamba/schema_mapping.json,table_metric,0.0080,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_probe_50/checkpoints/best_model_checkpoint.pt,model_checkpoint,2.1796,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_probe_50/checkpoints/final_model_checkpoint.pt,model_checkpoint,2.1798,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_probe_50/config_resolved.yaml,config,0.0022,config_summary,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_probe_50/metrics/training_history.csv,table_metric,0.0001,full_training_history,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_probe_50/metrics/training_summary.json,table_metric,0.0003,training_summary,Ablation and Runtime,medium,,tab:training_summary_generated,Training convergence summary.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_probe_50/preprocessor.json,table_metric,0.0137,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_probe_50/schema_mapping.json,table_metric,0.0080,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_smoke_verify_after_chunk_fix/checkpoints/best_model_checkpoint.pt,model_checkpoint,2.1794,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_smoke_verify_after_chunk_fix/checkpoints/final_model_checkpoint.pt,model_checkpoint,2.1796,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_smoke_verify_after_chunk_fix/config_resolved.yaml,config,0.0022,config_summary,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_smoke_verify_after_chunk_fix/metrics/training_history.csv,table_metric,0.0001,full_training_history,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_smoke_verify_after_chunk_fix/metrics/training_summary.json,table_metric,0.0003,training_summary,Ablation and Runtime,medium,,tab:training_summary_generated,Training convergence summary.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_smoke_verify_after_chunk_fix/preprocessor.json,table_metric,0.0133,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_smoke_verify_after_chunk_fix/schema_mapping.json,table_metric,0.0080,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_stateful_smoke_mamba/checkpoints/best_model_checkpoint.pt,model_checkpoint,2.1796,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_stateful_smoke_mamba/checkpoints/final_model_checkpoint.pt,model_checkpoint,2.1798,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_stateful_smoke_mamba/config_resolved.yaml,config,0.0024,config_summary,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba/metrics/training_history.csv,table_metric,0.0002,full_training_history,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba/metrics/training_summary.json,table_metric,0.0003,training_summary,Ablation and Runtime,medium,,tab:training_summary_generated,Training convergence summary.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba/preprocessor.json,table_metric,0.0133,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_stateful_smoke_mamba/schema_mapping.json,table_metric,0.0080,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_stateful_smoke_mamba_clean/checkpoints/best_model_checkpoint.pt,model_checkpoint,2.1796,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_stateful_smoke_mamba_clean/checkpoints/final_model_checkpoint.pt,model_checkpoint,2.1798,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_stateful_smoke_mamba_clean/config_resolved.yaml,config,0.0022,config_summary,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/diagnostics_summary.json,table_metric,0.0042,diagnostics_summary,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/figures/hypo_alarm_tradeoff.png,figure,0.0287,hypo_alarm_tradeoff_figure,Clinical Safety,high,,fig:hypo_alarm_tradeoff,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/figures/personalization_matched_anchor.png,figure,0.0280,matched_anchor_personalization_figure,Personalization,high,,fig:personalization_matched_anchor,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/figures/scenario_delta_by_horizon.png,figure,0.0840,scenario_delta_figure,Proxy Scenario Evaluation,high,,fig:scenario_delta,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/figures/subgroup_mae_bmi.png,figure,0.0244,subgroup_plot_bmi,Appendix,low,,fig:subgroup_bmi,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/figures/subgroup_mae_hba1c.png,figure,0.0244,subgroup_plot_hba1c,Subgroup Analysis,medium,,fig:subgroup_hba1c,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/figures/subgroup_mae_med_any_diabetes_drug.png,figure,0.0175,subgroup_plot_med_any_diabetes_drug,Appendix,low,,fig:subgroup_med_any_diabetes_drug,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/figures/subgroup_mae_med_insulin.png,figure,0.0148,subgroup_plot_med_insulin,Subgroup Analysis,medium,,fig:subgroup_med_insulin,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/figures/subgroup_mae_site.png,figure,0.0175,subgroup_plot_site,Subgroup Analysis,medium,,fig:subgroup_site,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/figures/subgroup_mae_study_group.png,figure,0.0311,subgroup_plot_study_group,Subgroup Analysis,medium,,fig:subgroup_study_group,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/metrics/event_detection_quantile_alarms.csv,table_metric,0.0037,event_detection_quantile_alarms,Clinical Safety,high,,tab:event_detection_quantile_generated,Median and risk-quantile hypo/hyper alarm metrics.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/metrics/participant_level_metrics.csv,table_metric,0.0025,participant_level_metrics,Forecasting Results,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/metrics/participant_level_summary.json,table_metric,0.0171,participant_level_summary,Forecasting Results,high,,tab:participant_level_generated,Participant-level averaged metrics with anonymized participant labels.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/metrics/persistence_baseline.json,table_metric,0.0010,persistence_baseline,Forecasting Results,high,,tab:persistence_baseline_generated,Model performance compared with persistence on matched anchors.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/metrics/persistence_by_horizon.csv,table_metric,0.0014,persistence_by_horizon,Forecasting Results,low,,tab:persistence_by_horizon_generated,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/metrics/personalization_matched_anchor.csv,table_metric,0.0003,matched_anchor_personalization,Personalization,high,,tab:personalization_matched_generated,Matched-anchor personalization comparison using the same eligible anchors.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/metrics/scenario_pathway_audit.csv,table_metric,0.0011,scenario_pathway_audit,Proxy Scenario Evaluation,low,,tab:scenario_pathway_audit_generated,Scenario mask and value availability audit.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/metrics/scenario_prediction_deltas.csv,table_metric,0.0128,scenario_prediction_deltas,Proxy Scenario Evaluation,high,,tab:scenario_delta_generated,Prediction deltas relative to forecast-only mode.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/diagnostics_check/metrics/subgroup_participant_level_metrics.csv,table_metric,0.0014,subgroup_participant_level_metrics,Subgroup Analysis,low,,tab:subgroup_participant_metrics_generated,Participant-level subgroup metrics.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/figures/mae_by_horizon.png,figure,0.0297,mae_by_horizon_figure,Forecasting Results,high,,fig:horizon_mae,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/figures/personalization_sweep.png,figure,0.0242,personalization_sweep_figure,Personalization,low,,fig:personalization_warmup,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/hardware/hardware_metrics.json,table_metric,0.0004,runtime_hardware_metrics,Ablation and Runtime,medium,,tab:runtime_metrics_generated,Single-GPU runtime and memory metrics.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/hardware/stream_state_memory.csv,table_metric,0.0009,hardware_stream_state_memory,Needs Review,low,,,,ignored,stream memory detail contains raw participant/segment identifiers; summarized hardware JSON is used instead
outputs/aireadi_stream_stateful_smoke_mamba_clean/metrics/bias_diagnostic.csv,table_metric,0.0008,bias_diagnostic,Personalization,low,,tab:bias_diagnostic_generated,Bias and MAE under offset and personalization diagnostics.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/metrics/clinical_safety.json,table_metric,0.0006,clinical_safety_metrics,Clinical Safety,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/metrics/horizon_metrics.csv,table_metric,0.0018,horizon_metrics,Forecasting Results,high,,tab:horizon_metrics_generated,Forecast error by horizon on the held-out test split.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/metrics/overall_metrics.json,table_metric,0.0003,overall_forecast_metrics,Forecasting Results,high,,tab:overall_metrics_generated,Overall forecast-only metrics on the held-out test split.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/metrics/personalization_sweep.csv,table_metric,0.0004,personalization_sweep,Personalization,low,,tab:personalization_sweep_generated,Warm-up sweep; anchor counts differ by warm-up length.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/metrics/scenario_metrics.csv,table_metric,0.0009,scenario_metrics,Proxy Scenario Evaluation,low,,tab:scenario_metrics_generated,Forecast metrics by proxy scenario mode.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/metrics/subgroup_metrics.csv,table_metric,0.0019,subgroup_metrics,Subgroup Analysis,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/metrics/training_history.csv,table_metric,0.0002,full_training_history,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/metrics/training_summary.json,table_metric,0.0003,training_summary,Ablation and Runtime,medium,,tab:training_summary_generated,Training convergence summary.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_stateful_smoke_mamba_clean/predictions/predictions.parquet,raw_data,0.0293,raw_predictions,Ignored,low,,,,ignored,raw prediction parquet is too large and not report-safe
outputs/aireadi_stream_stateful_smoke_mamba_clean/preprocessor.json,table_metric,0.0133,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_stateful_smoke_mamba_clean/schema_mapping.json,table_metric,0.0080,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_windowed_smoke_mamba/checkpoints/best_model_checkpoint.pt,model_checkpoint,2.1796,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_windowed_smoke_mamba/checkpoints/final_model_checkpoint.pt,model_checkpoint,2.1798,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_windowed_smoke_mamba/config_resolved.yaml,config,0.0024,config_summary,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba/metrics/training_history.csv,table_metric,0.0002,full_training_history,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba/metrics/training_summary.json,table_metric,0.0003,training_summary,Ablation and Runtime,medium,,tab:training_summary_generated,Training convergence summary.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba/preprocessor.json,table_metric,0.0133,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_windowed_smoke_mamba/schema_mapping.json,table_metric,0.0080,schema_or_preprocessor,Needs Review,low,,,,needs_review,schema/preprocessor artifact; keep out of manuscript unless manually summarized
outputs/aireadi_stream_windowed_smoke_mamba_clean/checkpoints/best_model_checkpoint.pt,model_checkpoint,2.1796,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_windowed_smoke_mamba_clean/checkpoints/final_model_checkpoint.pt,model_checkpoint,2.1798,checkpoint_model,Ignored,low,,,,ignored,checkpoint/model file is unsafe and not report content
outputs/aireadi_stream_windowed_smoke_mamba_clean/config_resolved.yaml,config,0.0022,config_summary,Appendix,low,,,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/figures/mae_by_horizon.png,figure,0.0296,mae_by_horizon_figure,Forecasting Results,high,,fig:horizon_mae,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/figures/personalization_sweep.png,figure,0.0241,personalization_sweep_figure,Personalization,low,,fig:personalization_warmup,,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/hardware/hardware_metrics.json,table_metric,0.0004,runtime_hardware_metrics,Ablation and Runtime,medium,,tab:runtime_metrics_generated,Single-GPU runtime and memory metrics.,needs_review,known output from non-selected run; not inserted automatically
outputs/aireadi_stream_windowed_smoke_mamba_clean/hardware/stream_state_memory.csv,table_metric,0.0009,hardware_stream_state_memory,Needs Review,low,,,,ignored,stream memory detail contains raw participant/segment identifiers; summarized hardware JSON is used instead
